system_name,id,manufacturer_id,source_document_id,source_chunk_id,production_component_id,sku,name,description,category,uom,length_mm,width_mm,height_mm,thickness_mm,depth_mm,gauge_mm,diameter_mm,roll_m,weight_kg,pieces,volume_ml,weight_g,pack_format,supplier_pack_qty,supplier_pack_uom,supplier_pack_note,material,finish,colour,profile,texture,coverage_m2,image_url,website_url,parser_notes,extracted_at,sort_order,extraction_confidence,verification_status,verified_by,verified_at,reviewer_notes,created_at,updated_at
Frontier Track System,,,,,,,Flat bar track,Flat bar track for Frontier barn door sliding system,Track,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""45""}",,50,,pending_review,,,,,
Frontier Track System,,,,,,,Powder coated track,Architecturally designed premium track system featuring a durable powder coated finish,Track,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""45""}",,51,,pending_review,,,,,
Frontier Standard Barn Doors,,,,,,,Steel straps,Exposed steel straps deliver an authentic barn door aesthetic,Track hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""45"", ""note"": ""Component appears in Frontier Track System section used with Frontier barn doors""}",,52,,pending_review,,,,,
Frontier Standard Barn Doors,,,,,,,Nylon wheels,"High-quality nylon wheels ensure smooth, quiet operation along a flat bar track",Track hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""45"", ""note"": ""Component appears in Frontier Track System section used with Frontier barn doors""}",,53,,pending_review,,,,,
Frontier Standard Barn Doors,,,,,,,Flat bar track,Flat bar track for Frontier barn door sliding system,Track,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""45"", ""note"": ""Component appears in Frontier Track System section used with Frontier barn doors""}",,54,,pending_review,,,,,
Frontier Standard Barn Doors,,,,,,,Powder coated track,Architecturally designed premium track system featuring a durable powder coated finish,Track,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""45"", ""note"": ""Component appears in Frontier Track System section used with Frontier barn doors""}",,55,,pending_review,,,,,
Frontier Ultimate Barn Doors,,,,,,,Steel straps,Exposed steel straps deliver an authentic barn door aesthetic,Track hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""45"", ""note"": ""Component appears in Frontier Track System section used with Frontier barn doors""}",,56,,pending_review,,,,,
Frontier Ultimate Barn Doors,,,,,,,Nylon wheels,"High-quality nylon wheels ensure smooth, quiet operation along a flat bar track",Track hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""45"", ""note"": ""Component appears in Frontier Track System section used with Frontier barn doors""}",,57,,pending_review,,,,,
Frontier Ultimate Barn Doors,,,,,,,Flat bar track,Flat bar track for Frontier barn door sliding system,Track,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""45"", ""note"": ""Component appears in Frontier Track System section used with Frontier barn doors""}",,58,,pending_review,,,,,
Frontier Ultimate Barn Doors,,,,,,,Powder coated track,Architecturally designed premium track system featuring a durable powder coated finish,Track,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""45"", ""note"": ""Component appears in Frontier Track System section used with Frontier barn doors""}",,59,,pending_review,,,,,
Insulator,,,,,,,Weather seal,Energy efficient 3 finned rubber seal fitted to bottom of door; provides maximum protection against drafts and dust,Seal,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""72-73""}",,60,,pending_review,,,,,
Insulator,,,,,,,3 finned rubber seal,Energy efficient 3 finned rubber seal fitted to bottom of door,Seal,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""72-73""}",,61,,pending_review,,,,,
Insulator,,,,,,,Angled aluminium sill,Precisely angled aluminium sill; Step-Free Entry complies with NCC livable housing regulations,Sill,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""72-73""}",,62,,pending_review,,,,,
Insulator,,,,,,,Full perimeter seal,Frame fitted with full perimeter seal; meets energy efficiency rating,Seal,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""72-73""}",,63,,pending_review,,,,,
Insulator,,,,,,,Frame,Frame fitted with full perimeter seal,Frame component,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""72-73""}",,64,,pending_review,,,,,
Evolution Timber Cavity,,,,,,,Jump-free U-Track,Features smooth 4-wheel ball-bearing carriages,Track,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""75""}",,65,,pending_review,,,,,
Evolution Timber Cavity,,,,,,,4-wheel ball-bearing carriages,Smooth 4-wheel ball-bearing carriages,Cavity hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""75""}",,66,,pending_review,,,,,
Evolution Timber Cavity,,,,,,,Quick-release mechanism,Quick-release mechanism for easy door removal,Cavity hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""75""}",,67,,pending_review,,,,,
Evolution Timber Cavity,,,,,,,Premium pine timber,Crafted from laminated and finger-jointed pine for strength and durability,Timber,,,,,,,,,,,,,,,,,,Pine,,,,,,,,"{""source_pages"": ""75""}",,68,,pending_review,,,,,
Evolution Timber Cavity,,,,,,,Flush pull,Flush pull not available in QLD,Door hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""75""}",,69,,pending_review,,,,,
Evolution Timber Cavity,,,,,,,Closing jamb,"Closing jamb not included in NSW, QLD and WA",Jamb,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""75""}",,70,,pending_review,,,,,
Evolution Steel Cavity,,,,,,,Premium galvanised steel,Built from premium galvanised steel for durability and strength,Steel,,,,,,,,,,,,,,,,,,Galvanised steel,,,,,,,,"{""source_pages"": ""76""}",,71,,pending_review,,,,,
Evolution Steel Cavity,,,,,,,Closing jamb,"Closing jamb not included in NSW, QLD and WA",Jamb,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76""}",,72,,pending_review,,,,,
Evolution Premium,,,,,,,Cavity Flush Pull Converter,Easily convert any cavity from a flush jamb to a flush pull; compatible with the One Touch Release,Cavity hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,73,,pending_review,,,,,
Evolution Premium,,,,,,,One Touch Release,One touch release,Cavity hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,74,,pending_review,,,,,
Evolution Premium,,,,,,,Evolution Soft Closer,Smooth operation,Soft closer,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,75,,pending_review,,,,,
Evolution Premium,,,,,,,Evolution Touch,One touch release,Cavity hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,76,,pending_review,,,,,
Evolution Premium,,,,,,,Cavity track door stop,For double cavity application,Door stop,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,77,,pending_review,,,,,
Evolution Premium,,,,,,,Double adaptor kit,For double cavity application,Kit,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,78,,pending_review,,,,,
Evolution Premium,,,,,,,REDISET cavity square set reveals,Creates a modern and clean wall finish,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,79,,pending_review,,,,,
Cavity Unit Extras,,,,,,,Cavity Flush Pull Converter,Easily convert any cavity from a flush jamb to a flush pull; compatible with the One Touch Release,Cavity hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,80,,pending_review,,,,,
Cavity Unit Extras,,,,,,,Evolution Soft Closer,Smooth operation,Soft closer,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,81,,pending_review,,,,,
Cavity Unit Extras,,,,,,,Evolution Touch,One touch release,Cavity hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,82,,pending_review,,,,,
Cavity Unit Extras,,,,,,,Cavity track door stop,For double cavity application,Door stop,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,83,,pending_review,,,,,
Cavity Unit Extras,,,,,,,Double adaptor kit,For double cavity application,Kit,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,84,,pending_review,,,,,
Cavity Unit Extras,,,,,,,REDISET cavity square set reveals,Creates a modern and clean wall finish,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""76-77""}",,85,,pending_review,,,,,
Smartrobe,,,,,,,Wheel Assembly,Wheel Assembly shown for Smartrobe system,Sliding wardrobe hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""79""}",,86,,pending_review,,,,,
Smartrobe,,,,,,,Top Track,Top Track shown for Smartrobe system,Track,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""79""}",,87,,pending_review,,,,,
Smartrobe,,,,,,,Bottom Track,Bottom Track shown for Smartrobe system,Track,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""79""}",,88,,pending_review,,,,,
Smartrobe,,,,,,,Smartrobe Track & Fittings,Smartrobe doors and Smartrobe Track & Fittings should be ordered together for system operational purposes,Track and fittings,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""79""}",,89,,pending_review,,,,,
Smartrobe,,,,,,,Finger Grips,Calculation table includes no finger grips and two finger grips per door options,Door hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""79""}",,90,,pending_review,,,,,
Smartrobe,,,,,,,White track colour option,Track colour option,Track finish,,,,,,,,,,,,,,,,,,,,White,,,,,,"{""source_pages"": ""79""}",,91,,pending_review,,,,,
Smartrobe,,,,,,,Chrome track colour option,Track colour option,Track finish,,,,,,,,,,,,,,,,,,,,Chrome,,,,,,"{""source_pages"": ""79""}",,92,,pending_review,,,,,
Bi-Fold,,,,,,,Bi-Fold track plus pack,2 Leaf Set (Bi-Fold track plus pack),Track pack,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""81""}",,93,,pending_review,,,,,
Bi-Fold,,,,,,,2.0m track plus pack/s,4 Leaf Set (2.0m track plus pack/s),Track pack,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""81""}",,94,,pending_review,,,,,
Multi-Fold,,,,,,,2.0m track plus pack/s,4 Leaf Set (2.0m track plus pack/s),Track pack,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""81""}",,95,,pending_review,,,,,
Multi-Fold,,,,,,,2.5m track plus pack/s,6 Leaf Set (2.5m track plus pack/s),Track pack,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""81""}",,96,,pending_review,,,,,
Multi-Fold,,,,,,,3.4m track plus pack/s,8 Leaf Set (3.4m track plus pack/s),Track pack,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""81""}",,97,,pending_review,,,,,
Prehung,,,,,,,Stiles,"Single, double, three and four door jamb sets include 2 x stiles",Jamb component,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""82""}",,98,,pending_review,,,,,
Prehung,,,,,,,Head,Single and double door jamb sets include 1 x head,Jamb component,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""82""}",,99,,pending_review,,,,,
Prehung,,,,,,,Heads,Three Door Jamb Set includes 2 x heads (900/2100mm lengths); Four Door Jamb Set includes 2 x head (2 x 2100mm lengths),Jamb component,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""82""}",,100,,pending_review,,,,,
Prehung,,,,,,,Mullion 68/38mm,Three Door Jamb Set and Four Door Jamb Set include 1 x mullion 68/38mm,Jamb component,,,68,,,38,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""82""}",,101,,pending_review,,,,,
Prehung,,,,,,,89mm radius corner loose pin hinges,Supplied with 89mm radius corner loose pin hinges; meets the Australian building code,Door hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""82""}",,102,,pending_review,,,,,
Prehung,,,,,,,Lift-off hinges,Lift-off hinges are available in all colours shown,Door hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""82""}",,103,,pending_review,,,,,
Prehung,,,,,,,Latch,Available in option: hinged and pre-drilled face hole with latch included,Door hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""82""}",,104,,pending_review,,,,,
Prehung,,,,,,,Chrome lift-off hinge finish,Lift-off hinge colour shown,Door hardware finish,,,,,,,,,,,,,,,,,,,,Chrome,,,,,,"{""source_pages"": ""82""}",,105,,pending_review,,,,,
Prehung,,,,,,,Matt Black lift-off hinge finish,Lift-off hinge colour shown,Door hardware finish,,,,,,,,,,,,,,,,,,,,Matt Black,,,,,,"{""source_pages"": ""82""}",,106,,pending_review,,,,,
Prehung,,,,,,,Stainless Steel lift-off hinge finish,Lift-off hinge colour shown,Door hardware finish,,,,,,,,,,,,,,,,,,,,Stainless Steel,,,,,,"{""source_pages"": ""82""}",,107,,pending_review,,,,,
Prehung,,,,,,,Satin Brass lift-off hinge finish,Lift-off hinge colour shown,Door hardware finish,,,,,,,,,,,,,,,,,,,,Satin Brass,,,,,,"{""source_pages"": ""82""}",,108,,pending_review,,,,,
Steel Door Frame,,,,,,,Striker plate,Striker plate factory fitted to frame,Frame hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""84""}",,109,,pending_review,,,,,
Steel Door Frame,,,,,,,Spreader bars,Two temporary spreader bars to maintain a square and rigid frame during installation and transportation,Frame hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""84""}",,110,,pending_review,,,,,
Steel Door Frame,,,,,,,Hinges,3 hinges included; screw-fixed to the frame for easy door removal,Door hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""84""}",,111,,pending_review,,,,,
Steel Door Frame,,,,,,,Brick tie,Brick tie shown as steel door frame fixing component,Frame fixing,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""84""}",,112,,pending_review,,,,,
Steel Door Frame,,,,,,,Dimple fix,Countersunk hole for a mechanical anchor fixing into masonry walls,Frame fixing,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""84""}",,113,,pending_review,,,,,
Steel Door Frame,,,,,,,Tube fix,Protects the fixing hole from being blocked during back filling of the frame; back filling is required for fire rated applications,Frame fixing,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""84""}",,114,,pending_review,,,,,
Steel Door Frame,,,,,,,Stud clips,Stud clips shown as steel door frame fixing component,Frame fixing,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""84""}",,115,,pending_review,,,,,
Steel Door Frame,,,,,,,Strap fix,Strap fix shown as steel door frame fixing component,Frame fixing,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""84""}",,116,,pending_review,,,,,
Steel Door Frame,,,,,,,Zinc frame finish/material,Available frame option,Frame finish,,,,,,,,,,,,,,,,,,Zinc,Zinc,,,,,,,"{""source_pages"": ""84""}",,117,,pending_review,,,,,
Steel Door Frame,,,,,,,Galvanized frame finish/material,Available frame option,Frame finish,,,,,,,,,,,,,,,,,,Galvanized,Galvanized,,,,,,,"{""source_pages"": ""84""}",,118,,pending_review,,,,,
Steel Door Frame,,,,,,,Stainless steel frame finish/material,Available frame option,Frame finish,,,,,,,,,,,,,,,,,,Stainless steel,Stainless steel,,,,,,,"{""source_pages"": ""84""}",,119,,pending_review,,,,,
Steel Door Frame,,,,,,,Primed frame finish/material,Available frame option,Frame finish,,,,,,,,,,,,,,,,,,,Primed,,,,,,,"{""source_pages"": ""84""}",,120,,pending_review,,,,,
GAL Sealed Cavity Unit,,,,,,,Soft Closer,Soft Closer brings door to a gentle close with no slamming,Soft closer,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,121,,pending_review,,,,,
GAL Sealed Cavity Unit,,,,,,,One Touch Release System,Holds door in the cavity maximising the opening while enabling easy access to door when closing,Cavity hardware,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,122,,pending_review,,,,,
GAL Sealed Cavity Unit,,,,,,,Rediset reveal,Creates a clean wall finish with no need for architraves,Reveal,,,,,,,,,,,,,,,,,,,,,,,,,,"{""source_pages"": ""85""}",,123,,pending_review,,,,,
